Gene_Symbol,GC10_P,GC10_T,GC01_P,GC01_T,GC02_P,GC02_T,GC03_P,GC03_T,GC04_P,GC04_T,GC05_P,GC05_T,GC07_P1,GC07_P2,GC07_T,GC08_P,GC08_T1,GC08_T2,GC09_P,GC09_T
SERPINA6,1.88725442916536,2.18040654945308,0.0,52.0407242073864,3.20319310369797,0.0,3.48571995301579,1.94033909055884,2.07083152087348,13.8142306446914,5.76452611633972,6.31204293799253,1.26849720489638,6.58154988401736,4.74073551261058,26.0401251947396,3.5653350652478,0.0,19.8667940973728,0.0
RP11-358L4.2,0.953515256448488,1.64182428242593,8.09835243884115,5.23558067420356,0.0,0.0,8.93535693333644,7.95786263496477,3.20170407984409,2.05110616016396,4.24120073900295,3.72596769549432,1.3014923732886,1.69029776230222,0.0,4.02225693021025,4.41773317778674,3.48594027736052,4.64466690201469,0.0
RP11-182N22.9,1.89730976452591,0.0,1.00970358999001,12.2475996001108,0.0,0.0,16.078929007515,10.9386819702788,8.55024913190628,16.5237887300379,5.09566898554431,3.73413986079785,3.90414843064683,5.07257839006753,0.0,0.0,2.95118308406296,0.874096605573307,7.43727559797784,0.0
PCDHB19P,4.43177868236807,5.25859677293579,1.11329650953756,5.32481707754029,1.82119444707757,3.49996997046622,4.67639890064623,1.09197260630821,4.67955604807387,11.1918413456644,2.52708965583469,8.16379294521001,0.0,1.47419677224213,3.37980885085083,3.30423310624907,2.56771562264943,0.954115290742899,7.13185635638117,0.0
ATP6V1B1,1.7793422504946,20.2896924421838,1.33812631632258,12.368113529192,4.07894088572304,0.0,7.05617083503116,0.0,0.0,1.33139375714693,1.11319846158358,6.27680945656219,6.45667125722271,0.0,574.480061926484,7.86564633617254,0.964774390315046,16.4419733130498,3.43316279052121,3.24967896626717
RP1-100J12.1,2.07149352319254,1.22990594561349,8.44978190519286,1.68843244491008,1.56951895296766,4.55042213687108,7.20732462623596,14.0432999305046,7.34412110442252,0.0,3.34571999731301,2.71775028512418,5.23360671427997,3.37695042500875,1.99037327949833,5.84844512468876,2.1529307025563,4.190094581231,0.921822923283788,3.33260472413649
PRAME,0.0,14.0794545798561,1.76558625317379,90.9870534107155,21.9787606998014,48.6787409105093,0.0,0.0,0.0,4.91007239958825,6.29381615424009,5.26504742988462,0.0,0.0,114.483182596726,1.74221348196325,34.1076114767511,79.957286459929,0.0,0.0
LINC01537,5.75096051438545,0.0,6.09441314914897,4.36200830226616,0.0,1.59773473926873,1.79026534089075,0.0,1.06782815179118,6.13287727496509,2.5465396187728,6.52065402469411,5.2145033761871,8.46285138441469,3.88418330646448,4.02171678989273,0.0,2.6130654307766,2.78966186376354,4.12031399454775
SMC2-DT,0.107185307257389,2.29051689451328,10.0288731095545,3.19432466445731,0.189398290721419,0.363615929802741,0.0,0.0,1.98166763516178,14.9382788666017,3.15886512358062,8.56487582829216,0.0,12.7370470348811,4.92915804926012,6.32214720658774,6.78345233036244,7.93186227662822,3.47918630200889,11.1720632520867
RP11-63L7.6,4.71220295145815,4.1629603673268,3.26411955411863,3.3773894865314,1.55514855133367,2.35800692224824,7.62695369873796,5.82073612566955,2.07162826475884,2.13854468289716,3.2951005084818,5.41338686494095,8.32626134685955,3.2911379326689,5.05647484474768,3.05912516024828,2.14033625411583,6.07179252611424,6.51919761220296,0.878644465294644
RP5-1112D6.7,3.89418579953866,4.50326669215141,6.14650765919238,3.4707792638531,0.822850204815503,1.58337515304694,10.7662439483807,8.98966540323964,3.19570783489685,2.00950618390194,0.847300884114065,1.85480342315294,3.91762345368242,6.77428462708944,0.976709237449309,2.00069111353608,4.40052136012549,2.59591681510884,5.57582615352679,0.0
TRBV4-1,4.88552923924931,1.52685960211445,19.9840918901124,3.22206417860101,4.26426234460008,8.31697726141597,0.0,0.0,5.16172664326938,1.59297615360411,13.2892917718073,22.7589105400902,2.70004832931768,3.44387286267962,6.4059290174259,0.934711537207674,0.0,2.3666952269728,2.78240894753552,19.9070523173459
CTD-2095E4.4,4.39808942987316,2.04190136069397,4.60766474152464,3.09582021465204,0.731777740257817,2.81850133660427,4.82404666987936,1.79027472252111,3.80746786385713,17.798793167231,0.757404831851724,4.96619509707845,0.0,5.42524520130429,0.877160028681678,3.56983399049764,3.92836710312521,5.33254444398968,1.66262152795097,0.741600552992426
KRTAP5-1,3.97863854423621,3.47915420154626,1.03644112575088,4.30784481473669,2.43516965086912,3.12931906617546,0.0,5.01064355574356,3.18578625675649,3.92977535168521,0.0,0.0,3.92727977335719,0.0,0.984526308422373,3.97493519894166,5.83660427372862,9.43651982688147,9.28646162326837,0.0
DCAF4L1,4.74962241065704,3.2661823511691,4.0415924367649,15.7371384331483,0.835448498628354,4.01079969833131,3.57348082027035,3.97814770918193,3.20526116586535,10.309239381088,3.39616161823391,1.86608464943073,0.0,0.0,1.93464296413998,2.01483032339884,1.47486814431134,6.114191818876,4.64752126914386,0.821916715801057
LINC02418,0.0,639.822757829617,0.0,0.0,3.88693547862895,3.2527863479982,2.17856908126752,1.93452051316371,0.0,24.9387547573004,1.7222198498941,3.40886687660295,0.0,0.0,28.2747829299536,18.6930775140063,5.48997162481966,240.671258054881,7.21885833673977,19.2384918369605
RP11-67L14.1,13.3263385440755,3.27515427314259,10.1163501747854,1.74777864207732,97.643883440324,23.2417930072133,0.0,27.8605483590094,1.06832364280808,10.289622691812,5.94318291681421,1.86546134942322,97.6492070200052,3.38247328689379,0.0,3.0210017404767,0.737223127497577,0.0,15.8035941078986,0.0
AC087294.2,4.69887253256352,0.681445388030513,18.0562603784591,7.18364527743683,3.67300360136486,0.942628116562934,2.65482238872543,9.57246650365319,2.54561765394379,4.49856521417127,1.2559175594016,5.646444109359,1.93256804539236,2.50759452933079,1.17224357545261,5.93969510446664,10.5833091213014,3.21334678507414,3.44182627034558,0.611413090039342
TRAV17,1.10593871784018,12.1571185548795,6.55391555756834,4.11583128893574,3.00244171757386,1.45493793239757,14.4976084167985,9.08288070015803,3.10643275755167,0.0,2.48229303252049,3.54828954045472,1.3138115140157,8.43430742241815,6.09656297961199,1.90432917531455,2.81475337411645,1.62729017622366,4.58018456993829,12.5791174862564
VWDE,1.20108166494521,0.0,12.3019764225727,25.4365742298772,1.38720182429612,0.443908746109138,16.1522334093828,19.8391923686894,25.9164743660849,10.2786989681306,1.80056029485255,7.08586932952629,1.84000313495511,36.4018331378283,2.7101565032785,4.27283511694013,2.03541053800868,0.617442677424247,3.94240552543067,0.581016616479203
MSTN,1.91375440761375,0.0,7.10568437539686,1.74739326949465,14.1658402878836,1.60099358731944,7.16328851997809,19.9365044823705,2.13785410293455,4.10206787957928,2.54892423272595,1.86553099357483,11.737293732129,10.1612017151881,0.0,6.04121504593101,0.737327226528088,1.74494294796952,17.6811866464331,6.59335819481913
FEZF1,0.0,131.967204703856,0.0,16.1293390807859,44.7008016256978,9.16712949345448,0.0,2.31123753523559,0.0,2.29115763910104,0.0,4.33815273637409,0.0,0.0,1.1261038839436,32.1493910211229,153.809986170188,193.226732306085,21.2829357677784,64.8834691615315
RP11-365N19.2,6.00817695416024,5.27671372348054,12.4568805026588,5.12795915973386,5.61781293565553,3.87030320549682,7.18068673272182,0.99935842667002,2.11112018251121,0.0,1.68119541773902,0.0,5.21978877788304,1.68840346559405,2.95242497683278,1.97199542947679,2.89765340399301,5.95231806178098,3.69665748695826,0.0
RP11-666A8.9,7.7440710985513,15.6613958328237,19.3685763954562,3.45911802253307,0.0,0.0,0.0,13.9249901649168,3.18392221881109,8.02136265725741,6.75295416165775,4.62093050068541,9.10321595151598,0.0,2.91664900614003,2.9908411451314,0.0,0.0,4.62846107852995,1.64670411500583
RP11-365P13.5,0.0,3.33787707908723,7.1404691656984,10.4518958619275,1.65666719235425,1.59270638746847,1.79319908096682,4.99086444168306,4.26978804651037,4.06163583898365,3.39504676339066,5.58240536754316,1.30544882194577,10.1647650889307,2.92224508558733,2.00789746796541,3.67812474892417,2.60754321534043,0.930264152221032,3.30331833087372
RP11-515I12.1,0.0,1.63617280901874,2.01367373054854,8.8058573040915,5.76550256704277,6.18973157364724,0.784918339433551,11.10717514252,7.6108019601541,3.56346339536997,6.36337966421226,8.46544438874526,0.285850997832162,16.1034768068294,2.01188620215883,1.01596668873719,5.17523798699992,2.41880602908181,0.265284573472968,3.07645764118601
RP11-574F21.3,3.28316006818613,12.9246825159942,0.0,13.7472421645308,2.91233118570914,11.017905418438,12.5321648877093,5.97992147721617,0.0,12.2745180551008,0.0,0.0,3.35279211084209,0.0,0.0,0.0,3.8350988841497,0.0,18.7178280092956,8.47639548531002
MAFTRR,2.66967031444721,0.0,8.95814309482571,1.35251852320796,0.0,0.4122739939409,20.531855173704,12.2493619503306,6.47089962957147,3.96589075235629,5.58954898084735,2.45753127854208,1.24976989090588,1.54904569361684,0.0,8.73491571594541,15.3519298045093,11.8161806424314,5.63441164309424,2.19678695720006
CYP51A1-AS1,0.908587417596942,0.521674228342084,0.964179140663395,9.91954088113607,0.0,0.0,3.40295312303781,5.6825456072864,10.1581866564252,15.6037852113026,3.22962108650176,3.54601753631214,4.9564455302202,25.9359548948379,1.84449184589991,3.82784436555096,0.700746198991224,0.829283568600376,1.76855971842699,5.48105769856496
RP11-274B21.9,5.84642877047829,0.564224370703253,6.14126617109125,0.0,0.0,0.787668180540423,7.16053422771618,11.9580193956779,6.36903986630753,1.99544119976096,2.53337480643146,7.38967844790408,3.90782679954666,5.06661998110987,2.92570528428553,0.996211058518227,0.0,0.861416063338936,3.70581519394459,18.9802410051413
RP11-723O4.9,3.02288068871299,4.72357375808375,10.4356834617365,2.57296432635643,2.41457557937999,2.32921211822973,3.60640674911953,10.0382507664664,8.47716416199046,5.81497086448828,1.68783813520382,9.18584524031975,2.62137547049584,6.78232112089434,0.988980508593514,2.96848452997559,7.27073635238003,15.3574110234262,2.78383553739544,1.66584326275374
PTPRVP,0.0,1.00166586291807,3.43712365519974,9.68439222388481,9.62065930329142,3.19195368778275,1.09388906553263,0.0,4.90354819415319,20.5719040792876,2.02065311201974,8.56281069236403,0.796739436973724,6.36497524639484,1.77726955016523,12.6459075417117,7.71831278086604,1.60285062916349,35.2620210181082,1.71550288304656
RP11-57K16.1,0.904420209452412,1.11410772491685,9.28774141593029,8.01959240135617,6.80665403155629,1.63419813465594,1.82317859551211,3.78232135875258,4.35770005588051,4.19515776110983,4.84132701614019,22.1617661175716,3.98364123869132,0.0,0.0,2.05360914357346,2.25523872167601,13.2746528267371,2.84411729920343,2.51649198246829
LUZP2,0.0,19.8255885655728,1.5794336711129,7.8212737393289,22.226027145367,0.627286927443901,0.0,7.30844364221645,0.83533618624289,17.1631608320819,0.663803608279347,0.0,1.01740582557407,2.64359531740853,55.9773661558363,28.0947119508488,5.96069344734691,8.19587802534318,2.77105216805102,3.85497814431936
CTC-296K1.4,10.6043600725176,0.0,3.2203060162311,1.69331465767521,4.70149797374124,3.78902381399849,3.63970576533954,18.2373382010083,3.16526580069542,0.0,12.6241946276852,3.63763430011766,9.24653357998461,3.40539390172775,2.01702283903034,2.93393298056182,0.0,0.839646073353851,8.35618182939493,0.0
GPR83,6.90244758698916,2.47297947674261,2.75214045953604,0.793183784603209,1.51547372752497,2.18279948637722,11.3518662009915,5.4160287797594,14.5134972372857,3.73865900674089,3.08174333514287,7.61883073321747,3.5435943956659,0.0,47.4195050867298,1.827962960955,0.0,5.76985997265215,0.0,4.47626349526554
CTD-2555A7.3,0.0,1.10735067750583,4.07271087149635,11.3373653509736,3.32127999102198,3.19209160649896,7.16952006824752,0.0,0.0,6.11647227898693,3.39664033409676,8.38246824810162,1.30501952791383,0.0,0.972866195757041,3.0154655114908,5.89070341163795,7.83470764559611,3.72180111391463,3.30092149423902
CTD-2124B8.2,3.26873872825816,3.29069419252628,0.0,2.52331508687835,0.772926053329996,3.74149530062892,7.31520728250876,4.07312178521126,2.10583679589704,9.0727147606948,5.04338544475959,0.904840197488419,2.65319489449203,3.41340413137732,10.1909000635426,4.86113578196805,2.15233337714966,3.33132930902315,1.8576556283102,4.2300652990373
CH17-302M23.1,7.65354585009361,6.59537625434504,3.04353433594899,1.74504164403964,0.831933150512338,2.39777397107989,3.57835199960475,3.98364519901547,6.40599229621439,16.3753839264719,7.63800476146526,10.2471694536451,2.60580810944133,5.07545376554017,0.0,3.01659969366825,2.20917338705984,6.0986818215035,2.78874999053412,1.64693302630716
PROSER2-AS1,0.0,3.20972469135566,4.94712711708076,7.67528292974832,4.88267503548328,32.0685691496164,10.4797906988837,2.91666990752051,3.12915942133904,8.01777031611969,7.46121417998582,2.7311234237981,2.54407274075431,1.65203033390877,7.57228501991581,1.96552709084098,6.4763872161039,3.40686535529363,2.72368753195913,3.21493904778491
FDPSP7,0.0,6.85423627251152,10.2763204755353,5.16011164227375,0.0,0.0,7.16118486105535,1.9932376048475,10.585036947564,0.0,0.0,11.0395623698909,5.20906609828781,1.68724323070897,0.0,0.0,10.1889572810697,12.8519033032763,4.62430868360153,0.0
WBP1LP2,1.98215020293608,4.03795460401406,2.0693997004765,1.72648754535314,7.32889327213137,6.27671907988334,0.0,0.0,10.6316980545383,5.92344722868341,0.846212134763354,3.69444552446704,3.92764685329919,1.69581781271054,3.93436103059818,7.96461040505866,2.92292694428975,0.859784665397531,3.71723466981348,2.49195548053803
AC013271.7,4.87728834246386,0.0,4.13461335285437,15.9784070280198,0.0,0.0,37.8340108247723,19.2669366293388,3.25970143325951,0.0,4.31873514714167,0.0,0.0,0.0,8.89338140154511,0.0,0.0,7.0902129231751,9.46219690350265,3.35425973613678
DDX11L2,15.5597023767666,16.3041847954549,1.02346961720174,1.73435232529537,45.234939402471,25.3210009584574,7.17190712665521,4.99036466229488,5.32262415572408,4.017709354734,14.3942937632874,17.6096969718804,0.0,1.69232030868955,1.95173490364504,0.0,2.19887486848572,2.5944364487516,0.928644619882977,1.65255094828587
AD001527.4,0.0,3.58059032098982,6.30961424110552,6.89389704370057,10.5022053915612,12.4713140715764,0.0,3.03065901153779,0.0,19.4304661214572,7.63689431667079,8.30815312644726,0.0,0.0,0.0,5.96566923522609,0.0,0.0,0.0,6.70672590889569
VRTN,3.81254974036891,5.46869969089415,8.0985234583042,0.0,2.50095729419644,4.00333877589787,0.0,1.99024078879897,6.40774022751258,12.3260542069669,1.69756570520652,2.79670506223373,1.30204723720444,0.0,0.96860505792401,9.0576469921476,59.6855511355109,24.4242369940723,6.50622510734537,0.0
NR2E3,11.7708772172802,0.538503630373159,3.79685950702148,3.38542065085599,0.805476733973739,0.774230597365558,38.1954840184373,24.6862466498652,21.0766171523591,21.189778288,3.22284839801716,0.0,18.5084669972353,11.5135436553065,3.78003012119334,1.912217096275,0.0,0.844738597080489,0.0,0.801447350815768
MROH2A,3.49375875107441,30.1877676395933,3.10661742277029,0.0,0.879343302260504,0.0,33.6177885220861,89.8737918969657,13.7223854110126,42.08515722095,5.19587087769647,0.0,62.8306835534372,59.9529922782247,1.51634461911947,0.0,0.0,0.459563019240248,6.65848677739811,0.432171890328636
METTL14-DT,2.39954051830874,6.14662604379862,0.0,1.10456887764892,3.12527206532482,5.12416058905576,4.33063816875393,5.44048557707726,3.37444880550862,20.8430737072359,1.07261826793053,6.68873019875133,1.64408120364422,6.29282098554996,1.68972466112277,3.18189517762442,3.39833771264397,3.22456075890051,5.88161796776764,1.55740867131699
RP11-383I23.2,1.90669979624562,5.47027258493201,5.0623074347238,5.2399987028633,0.833594067258118,3.20249589970002,25.0306732636013,2.98558467304952,5.33989471005571,6.16210946998476,3.39522558854981,6.52563203846776,5.20854282900237,1.69122661162602,0.96871553638486,2.01279177295195,6.63174440660127,1.74454191837367,1.8589982705744,0.0
RP11-212I21.4,4.75874876711287,1.63741744148947,13.1487861570968,16.5991299913201,2.502880520853,2.40357002821993,3.57436777293904,11.9374706351375,2.13607972543812,8.22862794366155,2.54641293536528,5.59481676312429,6.50841156058527,1.69082403558111,0.967994415252366,3.020141827997,5.89615008275941,7.85409169759886,1.85877655690437,2.46673761248377
RP5-892C22.1,1.03443825585422,1.34481130512423,4.78431664764244,3.34633159327962,0.679958676989493,4.57235792185219,2.92220080259423,4.06645924267602,1.74432942559572,36.7471911434905,3.42846993793632,0.761084087372393,3.99934327338327,0.0,2.09352365193962,3.24721051778035,5.41453336334973,7.70775831902555,2.27782717188059,4.70691730888236
RP11-69I8.3,3.31003289066259,2.68715514976865,3.28021642453469,0.829341733575946,2.27350516644023,0.0,0.0,3.03984129363746,4.16747264822415,8.8375936865177,5.82625380136874,3.57316386409043,3.95821180076595,3.38981968582523,1.01849855796889,8.63206045848834,2.83419576915869,8.20147626758375,10.1304540717271,1.68393189413858
RP5-1103G7.11,3.13375239315701,3.72425577335791,3.19270375000986,3.39675140103782,3.15575636231452,3.05006575114596,5.44217096477763,2.01981637789967,11.6128782556084,9.38240032211674,0.841708711392896,3.64545367366797,3.95167768376497,3.39922850921061,1.00237205396129,2.94161098847625,5.77595239251948,10.9571210127249,2.78327772161375,0.0
XXbac-BPG299F13.14,4.3630308787158,2.642532983562,5.43890658562294,0.0,4.59388138912971,5.93176789599056,5.46086099630465,0.0,0.0,1.79361210228344,5.01203084840069,4.49163307834744,7.92147510658957,0.0,0.0,2.89500164394499,0.0,4.13087631593946,3.69382936372561,1.6842799770217
RP11-165D7.5,0.0,0.634667067794334,3.22514074064121,6.78342749001819,0.0,0.75894247367759,10.9355104346402,9.13235918208826,6.34003578375983,5.57381156504415,4.21438254690902,3.64309556971663,1.32291651823543,11.9367727609207,1.01002552244614,1.95889184407287,3.60879006719464,3.36362661839476,0.0,0.0
ZFHX4-AS1,2.96942948302588,2.30494999475589,0.343569307081785,3.61729262228077,2.18522979502467,0.779043294120179,4.12492234448879,11.2686985109095,1.91335209975457,16.8674935696408,8.09939328141867,3.67889309708486,10.3852653627077,2.8862914000309,7.1300848890635,2.35658903316796,0.972952145660765,2.29669104483471,7.39310343162626,6.98562036920433
